ACTDT,YEAR,YR_QTR,ACTION,APP_NO,FM,NUMBER,STREET,ST_TYPE,BLOCK,LOT,BLOCKLOT,DESCRIPT,EXT_USE,PROP_USE,AFF_HSG,AFF_TARGET,UNITS,NETUNITS,planning_district_number,planning_district,supervisor_district,analysis_neighborhood,the_geom
2010/04/27,2010,2010_Q2,CFC ISSUED,200704209296,2,37,MAGNOLIA,ST,0494,009,0494009,TO ERECT SINGLE FAMILY DWELLING,,1 FAMILY DWELLING,0,,1,1,2,Marina,2,Marina,"(37.8006843416, -122.431917006757)"
2011/07/21,2011,2011_Q2,CFC ISSUED,200901230736,2,47,CLARENDON,AV,2706,048,2706048,"ERECT A New construction of a single family residence. Mechanical, electrical & plumbing under separate permit.",,1 FAMILY DWELLING,0,,1,1,14,Inner Sunset,7,Twin Peaks,"(37.758655853807, -122.449847743602)"
2008/04/08,2008,2008_Q2,CFC ISSUED,200605020489,3,2918,SACRAMENTO,ST,1004,012,1004012,DWELLING UNIT MERGER; CONVERT TWO FAMILY DWELLING BACK TO SINGLE FAMILY DWELLING. RENOVATE 1ST & 2ND FLRS. REMOVE 52 SF & ADD 66 SF LIVING SPACE @ 1ST FLR FOR A NET GAIN OF 14 SF. ADD 65 SF. OF LIVING SPACE @ SECOND FL.,2 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,2,Marina,2,Pacific Heights,"(37.789147717212, -122.441634969176)"
2015/02/10,2015,2015_Q1,PRE-FINAL,201402279457,8,160,14TH,ST,3530,049,3530049,TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER APP#200710034503. ALL WORK IS COMPLETE.,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,1,8,Mission,9,Mission,"(37.768708822461, -122.417051348101)"
2012/12/31,2012,2012_Q4,COMPLETE,200711289148,2,248,OCEAN,AV,3211,009,3211009,"New construction of a 4-story over basement, mixed use building consisting of 5-dwelling units and an office commercial use on the ground floor.",VACANT LOT,APARTMENTS,0,FEE,5,5,12,South Central,11,Outer Mission,"(37.723433294424, -122.442103485454)"
2006/12/06,2006,2006_Q4,FINAL INSPECT/ APPRVD,200505273621,6,147,LAIDLEY,ST,6664,025,6664025,DEMOLISH 1 STORY SINGLE FAMILY RESIDENCE.,1 FAMILY DWELLING,,0,,1,-1,7,Central,8,Glen Park,"(37.739668416357, -122.428982137276)"
2005/06/06,2005,2005_Q2,CFC ISSUED,200502145453,3,932,WAWONA,AV,2476,027,2476027,"NOV 200557333, RESTORE GROUND AREA TO AS SHOWN ON APP 9418043. REMOVE CABINETS, RESTORE LAUNDRY RM",,,0,,0,-1,15,Outer Sunset,4,Sunset/Parkside,"(37.737634501081, -122.477025251512)"
2009/08/28,2009,2009_Q3,CFC ISSUED,200811176734,3,167,08TH,AV,1368,014,1368014,"MERGE DWELLING UNITS, REMOVE  KITCHEN ON 3RD FLOOR AND CONVERT TO BEDROOM AND INSTALL CLOSET. CONVERT DINGING ROOM TO STUDY ROOM. CONVERT LIVING ROOM TO BEDROOM. INSTALL CLOSET.",2 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,1,Richmond,1,Inner Richmond,"(37.785326312157, -122.467078596161)"
2005/04/27,2005,2005_Q2,OK,200408121453,3,647,MINNA,ST,3727,074,3727074,REMODEL (,,,0,,0,1,4,Downtown,6,South of Market,"(37.777801831929, -122.411387928817)"
2011/02/11,2011,2011_Q2,CFC ISSUED,201009281777,8,180,PEABODY,ST,6305,016,6305016,TO LEGALIZE STORAGE ROOMS. TO COMPLY WITH HIS NOV #201050491 DATED 7/21/2010. REMOVE ILLEGAL KITCHEN. REMOVE FULL BATH AND REPLACE WITH HALF BATH. REMOVE ILLEGAL STRUCTURE IN REAR.,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,12,South Central,10,Visitacion Valley,"(37.70998770506, -122.407886396283)"
2015/09/23,2015,2015_Q3,COMPLETE,201405155808,2,291,SUMMIT,WY,7331,080,7331080,"ERECT 2 STORIES, 1 BASEMENT, TYPE 5, 1 DWELLING UNIT BUILDING.",1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,1,13,Ingleside,7,Lakeshore,"(37.715015662869, -122.475801020472)"
2014/02/13,2014,2014_Q1,COMPLETE,201007146595,6,622,27TH,AV,1569,031,1569031,"TO DEMOLISH 3 STORIES, SINGLE FAMILY DWELLING.",1 FAMILY DWELLING,,0,,-1,-1,1,Richmond,1,Outer Richmond,"(37.777602877967, -122.48638977418)"
2007/04/10,2007,2007_Q2,CFC ISSUED,200612159948,8,1915,CALIFORNIA,ST,0649,001A,0649001A,RENEWAL OF PA# 200201086443 FOR FINAL INSPECTION TO ADD 3 DWELLING UNITS TO 18-UNIT BLDG,APARTMENTS,APARTMENTS,0,,21,3,5,Western Addition,2,Pacific Heights,"(37.789595328223, -122.426027292337)"
2015/10/14,2015,2015_Q4,COMPLETE,201510099384,8,630,34TH,AV,1576,005F,1576005F,"TAKE OUT ILLEGAL IN-LAW UNIT AT GR FL, REMOVE KITCHEN. COMPLY WITH COMPLAINT 201567933, 201567931, 201568113. REF. TO PA#200806255264",1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,1,Richmond,1,Outer Richmond,"(37.777119268869, -122.493879048277)"
2005/12/07,2005,2005_Q4,CFC ISSUED,200512069619,8,575,EDDY,ST,0336,014B,0336014B,REVISION,,,0,,0,1,4,Downtown,6,Tenderloin,"(37.783096601796, -122.416981070145)"
2011/06/28,2011,2011_Q2,CFC ISSUED,200812299248,1,829,CORBETT,AV,2778,016,2778016,ERECT 5 STORIES OF 4 DWELLING UNITS APARTMENTS.,,APARTMENTS,0,,4,4,7,Central,8,Twin Peaks,"(37.753372689605, -122.443078596561)"
2015/05/21,2015,2015_Q2,COMPLETE,201207064206,2,170,CYPRESS,ST,6527,019,6527019,"TO ERECT 2-STORY, TYPE V, 2 UNITS RESIDENTIAL BUILDING.",2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,2,8,Mission,9,Mission,"(37.749616742014, -122.416802078088)"
2015/04/14,2015,2015_Q2,COMPLETE,201301248633,8,279,26TH,AV,1386,015,1386015,INSTALL FIRE SPRINKLER SYSTEM.  70 SPRINKLERS PER NFPA 13.  INCLUDES UNDERGROUND.  (AS REQUIRED UNDER PA# 200605091174).,APARTMENTS,APARTMENTS,1,SEC,3,1,1,Richmond,2,Outer Richmond,"(37.784241050534, -122.486456085438)"
2010/02/23,2010,2010_Q1,CFC ISSUED,200509304370,3,633,TARAVAL,ST,2409,040,2409040,"PROVIDE BASEMENT PARKING, INCREASE G/F RETAIL. ADD 5 RESIDENTIAL UNITS & ALTER (E)UNIT FOR A TOTAL OF 6 RESIDENTAL UNITS.ALL CONDOMINUMS.",1 FAMILY DWELLING,APARTMENTS,0,,6,5,14,Inner Sunset,7,West of Twin Peaks,"(37.742925159421, -122.473015625215)"
2006/03/24,2006,2006_Q1,CFC ISSUED,200309245627,3,2614,SACRAMENTO,ST,0631,014,0631014,PROP CONSISTS OF ONE 3 UNIT BLDG (ORIG BUILT AS SFD) & 1 REAR YARD COTTAGE. PERMIT TO CONVERT 3 UNITS BACK TO ORIG STATUS AS SFD. REMOVE 2 KITCHENS & DIVIDING WALLS BETWEEN UNIT,APARTMENTS,1 FAMILY DWELLING,0,,1,-2,2,Marina,2,Pacific Heights,"(37.789794508588, -122.436584007466)"
2008/06/10,2008,2008_Q2,FINAL INSPECT/APPRVD,200507137489,2,88,NEPTUNE,ST,5406,037,5406037,TO ERECT 3 STORIES OF 1 FAMILY DWELLING,,1 FAMILY DWELLING,0,,1,1,10,South Bayshore,10,Bayview Hunters Point,"(37.730283097002, -122.397305787614)"
2015/08/13,2015,2015_Q3,COMPLETE,201405155817,2,101,SUMMIT,WY,7331,105,7331105,"BLDG C -ERECT 4 STORIES, 1 BASEMENT, 2 UNITS RESIDENTIAL BUILDING. *** THIS IS A IDENTICAL PLAN OF PA# 2012/09/11/9425 ISSUED ON 10/07/2013. PER TOM LE OF SFDBI, THIS APPLICATION IS QUALIFIED FOR REDUCED PLAN REVIEW FEE PER SFBC 107A.3.1. REF PA# 2012/0",2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,2,13,Ingleside,7,Lakeshore,"(37.715188183941, -122.475337444096)"
2006/07/11,2006,2006_Q3,FINAL INSPECT/ APPRVD,200307189867,6,1539,LINCOLN,WY,1734,039,1734039,DEMOLISH ONE STORY SINGLE FAMILY UNITS,1 FAMILY DWELLING,,0,,1,-1,14,Inner Sunset,5,Inner Sunset,"(37.765298696859, -122.474748878446)"
2017/04/10,2017,2017_Q2,COMPLETE,201602250467,3,853,LOMBARD,ST,0073,018B,0073018B,"REVISE PA 2015-08-19-4706, CREATE 3RD UNIT- change of occupncy R-3 2 units to R-2 3 units. ADD EXIT CORRIDOR @ GARAGE LEVEL. MOVE BATHROOM, FURNACE, WATER HEATER & LAUNDRY. BUILD PARTITIONS IN DIFFERENT LOCATION THAN PREVIOUSLY APPROVED ON ACTIVE PERMIT.S",2 FAMILY DWELLING,APARTMENTS,,,3,1,3,Northeast,3,Russian Hill,"(37.802232479703, -122.415530485643)"
2012/01/19,2012,2012_Q1,CFC ISSUED,200705211784,3,1140,POTRERO,AV,4211,009,4211009,"ONE STORY ADDITON AND HORIZONTAL ADDITION, CHANGE OF OCCUPANCY FROM R-3 TO R-2 NEW CAR LIFT AND ASSOCIATED BASEMENT LEVEL",1 FAMILY DWELLING,APARTMENTS,0,,3,2,8,Mission,9,Mission,"(37.75385131976, -122.406770523203)"
2015/12/15,2015,2015_Q4,COMPLETE,201307172066,3,2661,GREEN,ST,0954,018,0954018,REMOVE DEMISING WALL @ 1ST LEVEL ENTRY TO ALLOW FOR 2 FAMILY DWELLING UNITS TO BE MERGED INTO SINGLE FAMILY DWELLING (BUILDING IS FULLY SPRINKLERED). REMOVE EXISTING COOKING FACILITY @ LOWER KITCHEN.,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,2,Marina,2,Pacific Heights,"(37.794914543128, -122.442879396799)"
2009/12/03,2009,2009_Q4,CFC ISSUED,200411139113,2,248,LAUREN,CT,5054A,093,5054A093,ERECT 3 STORIES OF 2 FAMILY DWELLING.  BAYSIDE VISTA,,2 FAMILY DWELLING,0,,2,2,10,South Bayshore,10,Bayview Hunters Point,"(37.714213847298, -122.398684220742)"
2015/02/06,2015,2015_Q1,COMPLETE,201304184834,3,1410,JEFFERSON,ST,0436C,002,0436C002,HORIZONTAL & VERTICAL ADDITION. INCL 111 SQ FT. ON 3RD FL & 24 SQ FT ON 4TH FL. CONVERSION OF AN EXISTING GUEST SUITE TO A LEGAL 2ND UNIT. CHANGE OF USE FROM SFR TO 2 DWELLING UNITS.ENTIRE DWELLING TO BE EQUIPPED WITH SPRINKLER SYSTEM,2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,1,2,Marina,2,Marina,"(37.805817724409, -122.435948587751)"
2011/04/22,2011,2011_Q1,CFC ISSUED,200811106167,3,5,CYRUS,PL,0155,052,0155052,REMODEL & ADDITION-HORIZONTAL ADDITION AT REAR. VERTICAL ADDITION OF ONE STORY ABOVE (E) ROOF. EXPANSION OF BASEMENT TO CREATE ONE ADDITIONAL STORY BELOW AT CURRENT BASEMENT LEVEL. REAR YARD VARIANCE REQUIRED.,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,3,Northeast,3,Russian Hill,"(37.796103372075, -122.417379630507)"
2015/12/18,2015,2015_Q4,COMPLETE,201501216215,2,151,SUMMIT,WY,7331,225,7331225,"TYPE C - ERECT 4-STORY, TYPE 5, 1 BASEMENT, 2 DWELLING UNITS BUILDING.",2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,2,13,Ingleside,7,Lakeshore,"(37.715241819446, -122.475926868691)"
2014/07/16,2014,2014_Q3,COMPLETE,201205140388,3,740,BAY,ST,0027,008,0027008,"RENOVATE EXIST 2 STORY BLDG. ADDITION OF 3RD STORY ABOVE EXIST 2ND STORY. CREATION OF A FLAT ROOF AREA 1' ABOVE EXIST. RIDGE LINE TOWARDS REAR OF BLDG. ADDITON OF A 2ND STORY, 13'X15' ATTACHED STRUCTURE AT REAR.",1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,3,Northeast,2,Russian Hill,"(37.805192523473, -122.419315996829)"
2011/06/22,2011,2011_Q2,CFC ISSUED,201102099895,3,2949,PACIFIC,AV,0976,024,0976024,LEGALIZE UNIT 2949-B.   ADD KITCHEN APPROVED VARIANCE #2010.08.04V.,APARTMENTS,APARTMENTS,1,SEC,4,1,2,Marina,2,Pacific Heights,"(37.791919424704, -122.443880226874)"
2015/07/31,2015,2015_Q3,COMPLETE,201402067992,8,834,BRODERICK,ST,1156,022,1156022,REVISION TO 201310189678. REVISED STRUCTURAL DETAIL SSK/1.O TO REPLACE DETAIL 1 S4.1; COMPLIANCE WITH ORD 155-13 NOT REQUIRED,APARTMENTS,APARTMENTS,0,,4,2,5,Western Addition,5,Western Addition,"(37.778155394966, -122.439795570111)"
2012/11/13,2012,2012_Q4,CFC ISSUED,201206263418,3,3014,CALIFORNIA,ST,1023,010,1023010,"LEGALIZE (E) STATE OF BUILDING AS A SINGLE FAMILY RESIDENCE. DOCUMENTATION ONLY, NO WORK.",2 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,2,Marina,2,Pacific Heights,"(37.787842757104, -122.444166493398)"
2014/06/24,2014,2014_Q2,COMPLETE,201305207423,3,385,IVY,ST,0808,016A,0808016A,CHANGE OF USE.  CONVERT 2-UNIT OFFICE TO ORIGINAL USE OF 2-UNIT RESIDENTIAL. INSTALL (N) KITCHEN IN EACH UNIT. INSTALL (N) BATHING FACILITIES IN EACH UNIT.,OFFICE,2 FAMILY DWELLING,0,,2,2,5,Western Addition,5,Hayes Valley,"(37.77708292037, -122.424396753872)"
2008/02/21,2008,2008_Q1,CFC ISSUED,200401133877,2,450,FREDERICK,ST,1262,044,1262044,"ERECT 3 STORIES, 1 BASEMENT, 2 UNIT RESIDENTIAL BUILDING.",,2 FAMILY DWELLING,0,,2,2,6,Buena Vista,5,Haight Ashbury,"(37.766754431743, -122.45188082032)"
2006/03/10,2006,2006_Q1,FINAL INSPECT/ APPRVD,200204255037,3,2126,STEINER,ST,0635,012,0635012,"CORRECT RECORD 8 VACANT TOURIST GUEST ROOM HOTEL & 3 DWG UNITS INTO TWO FAMILY RESIDENCE 10'7"" X",APARTMENTS,2 FAMILY DWELLING,0,,2,-1,2,Marina,2,Pacific Heights,"(37.789179632466, -122.435289335007)"
2006/10/27,2006,2006_Q4,CFC ISSUED,200405204354,3,3229,MISSION,ST,5615,044,5615044,HORIZONTAL ADDITION- CODE UPGRADES & EXPANSION OF EXISTING RESIDENTIAL UNIT & EXPANSION OF EXISTING,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,11,Bernal Heights,9,Bernal Heights,"(37.745033462092, -122.419954339628)"
2008/04/14,2008,2008_Q2,FINAL INSPECT/APPRVD,200509122650,2,1077,MISSISSIPPI,ST,4224,153,4224153,"ERECT 4 STORIES, 3 DWELLING RESIDENTIAL/COMMERCIAL BLDG.",,APARTMENTS,0,,3,3,9,South of Market,10,Potrero Hill,"(37.75298427577, -122.393368415739)"
2011/10/19,2011,2011_Q3,CFC ISSUED,201006235114,2,424,OCTAVIA,ST,0817,033,0817033,TO ERECT 1 STORY RESTAURANT,,FOOD/BEVERAGE HNDLNG,0,,1,1,5,Western Addition,5,Hayes Valley,"(37.776043260368, -122.424194941547)"
2011/04/26,2011,2011_Q1,CFC ISSUED,200606133867,3,676,16TH,AV,1629,022,1629022,"EXTENDING TO REAR OF YARD BY 14' - 4 1/2"" PLUS ADDITION OF 2 STORIES OVER (E) TO CREATE A NEW UNIT.",1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,1,Richmond,1,Outer Richmond,"(37.77536647743, -122.474367462063)"
2013/09/26,2013,2013_Q3,CFC ISSUED,201110035952,2,273,MAGELLAN,AV,2864,029A,2864029A,,,1 FAMILY DWELLING,0,,1,1,14,Inner Sunset,7,West of Twin Peaks,"(37.74661246943, -122.461004864886)"
2008/10/10,2008,2008_Q4,CFC ISSUED,200706224867,3,788,18TH,AV,1660,025A,1660025A,"REVISE APPROVED APP 200701181933, CONVERT (E) SFD INTO 2 UNITS BY ADDING KITCHEN TO (E) FAMILY ROOM, CHANGE (E) FAMILY ROOM TO LIVING ROOM AND KITCHEN FOR 2ND UNIT AT GROUND FLOOR.",1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,1,Richmond,1,Outer Richmond,"(37.773244816451, -122.476507540746)"
2008/09/17,2008,2008_Q3,CFC ISSUED,200003305844,2,228,ONEIDA,AV,6951,038,6951038,ERECT A TWO STORY SINGLE FAMILY DWELLING,,1 FAMILY DWELLING,0,,1,1,12,South Central,11,Outer Mission,"(37.72236026479, -122.442507961808)"
2011/03/08,2011,2011_Q4,FINAL INSPECT/APPRVD,200710165567,6,1250,LEAVENWORTH,ST,0220,027,0220027,TO DEMOLISH 2 STORY 2 FAMILY DWELLING.,2 FAMILY DWELLING,,0,,-2,-2,3,Northeast,3,Nob Hill,"(37.792785097644, -122.415779558722)"
2012/07/17,2012,2012_Q3,CFC ISSUED,200911030476,3,1140,PAGE,ST,1219,011,1219011,"VERTICAL & HORIZONTAL ADDITION - ADDITION & SUBSTANTIAL ALTERATION TO (E) 2-STORY SINGLE FAMILY DWELLIG OF TYPE V-B TO A 4-STORY, 4 UNITS RESIDENTIAL BLDG OF TYPE V-A WOOD CONSTRUCTION, INCLUDING NEW MECHANICAL, ELECTRICAL & PLUMBING.",2 FAMILY DWELLING,APARTMENTS,0,,4,2,6,Buena Vista,5,Haight Ashbury,"(37.772188371678, -122.439644744171)"
2013/04/04,2013,2013_Q2,CFC ISSUED,201111048333,2,2335,DIAMOND,ST,7551,017,7551017,,,1 FAMILY DWELLING,0,,1,1,7,Central,8,Glen Park,"(37.738131547081, -122.43673696693)"
2005/07/15,2005,2005_Q3,FINAL INSPECT/APPRVD,200308142046,6,1637,19TH,ST,4069,046,4069046,TO DEMOLI,,,0,,0,-2,9,South of Market,10,Potrero Hill,"(37.760980610079, -122.39907662016)"
2015/05/19,2015,2015_Q2,PRE-FINAL,201408214401,8,1617,KIRKWOOD,AV,5290,045,5290045,TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA#2009-0108-9823. ALL WORK IS COMPLETE.,2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,1,10,South Bayshore,10,Bayview Hunters Point,"(37.738161526698, -122.390488745277)"
2013/06/04,2013,2013_Q2,COMPLETE,201009140870,3,234,09TH,ST,3518,004,3518004,,OFFICE,1 FAMILY DWELLING,0,,1,1,9,South of Market,6,South of Market,"(37.774318979375, -122.412768811627)"
2015/05/19,2015,2015_Q2,COMPLETE,8706635,2,1567,MCALLISTER,ST,1180,027,1180027,TWO STORY - FOUR UNIT RESIDENTIAL BLDG,APARTMENTS,APARTMENTS,0,,4,4,5,Western Addition,5,Western Addition,"(37.777590822219, -122.437761899401)"
2007/12/13,2007,2007_Q4,CFC ISSUED,200507208147,2,143,TUCKER,AV,6202,039,6202039,"TO ERECT 2 STORIES, SINGLE FAMILY DWELLING.",,1 FAMILY DWELLING,0,,1,1,12,South Central,10,Visitacion Valley,"(37.715981228709, -122.406933132528)"
2006/10/16,2006,2006_Q4,COMPLETE,200404232107,2,3049,SAN BRUNO,AV,5467,023,5467023,ERECT A 4 STORY 2 UNIT RESIDENTIAL BLDG WITH OFFICES,,2 FAMILY DWELLING,0,,2,2,12,South Central,9,Portola,"(37.723095501428, -122.401500406064)"
2007/01/23,2007,2007_Q1,CFC ISSUED,200411229818,2,781,MADRID,ST,6342,045,6342045,TO ERECT 2 STORIES OF 1 FAMILY DWELLING.,,1 FAMILY DWELLING,0,,1,1,12,South Central,11,Excelsior,"(37.71717181582, -122.435840222845)"
2014/10/24,2014,2014_Q4,PRE-FINAL,201203135986,1,701,LONG BRIDGE,ST,8711,019,8711019,INDICATOR PILES FOR SITE PERMIT #2012-0207-3722,VACANT LOT,APARTMENTS,0,,188,188,9,South of Market,6,Mission Bay,"(37.771338492374, -122.392920292963)"
2007/05/04,2007,2007_Q2,CFC ISSUED,200401073564,3,224,12TH,AV,1422,037,1422037,VERTICAL & HORIZONTAL ADDITION- ADDITION & MODIFICATION OF EXISTING TWO UNIT RESIDENTIAL BLDNG TO 3,2 FAMILY DWELLING,APARTMENTS,1,SEC,3,1,1,Richmond,1,Inner Richmond,"(37.784058041203, -122.470631705351)"
2015/12/17,2015,2015_Q4,COMPLETE,201509308435,8,200,DOWNEY,ST,1269,140,1269140,COMPLY WITH NOV 201570414. FRENCH DRAIN - REAR YARD - MISC ELECTRICAL WORK LOWER UNIT.  PREVIOUS PERMITS ON FILE.  MISC. PLUMBING WORK.,2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,-1,6,Buena Vista,5,Haight Ashbury,"(37.765399281758, -122.446644913554)"
2009/09/21,2009,2009_Q3,PRE-FINAL,200809181996,8,2232,BUSH,ST,0659,008,0659008,"NEW ACCESSIBLE STOREFRONT AT BUSH ST. FACADE (REPLACE GARAGE DOOR), NEW HC BATHROOMS, NEW RESIDENTIAL UNIT AT 2/F, ROOF DECK & SINGLE CAR GARAGE @ REAR OF BLDG.  TO COMPLETE WORK AND OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA#200605161719.",OFFICE,1 FAMILY DWELLING,0,,1,1,5,Western Addition,5,Pacific Heights,"(37.787212891821, -122.434135083139)"
2009/03/06,2009,2009_Q1,CFC ISSUED,200410156952,3,3567,21ST,ST,3619,102,3619102,RENOVATION OF (E) STRUCTURE AND ADDITION OF 3 (N) DWELLING UNITS. (HORIZONTAL & VERTICAL ADDITION),1 FAMILY DWELLING,APARTMENTS,0,,4,3,7,Central,8,Noe Valley,"(37.756352735721, -122.427120902807)"
2009/12/07,2009,2009_Q4,CFC ISSUED,200703146192,2,4800,03RD,ST,5322,045,5322045,"ERECT 4 STORIES, 18 DWELLING UNITS NEW BUILDING.   BAY OAKS FROM SFHD CORP",,APARTMENTS,18,MOD,18,18,10,South Bayshore,10,Bayview Hunters Point,"(37.73474625865, -122.391111015773)"
2013/01/04,2013,2013_Q1,CFC ISSUED,201203095787,8,2463,30TH,AV,2395,012,2395012,,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,15,Outer Sunset,4,Sunset/Parkside,"(37.741350011551, -122.487736114054)"
2006/02/15,2006,2006_Q1,CFC ISSUED,200205025575,2,1638,LARKIN,ST,0217,017,0217017,ERECT A NEW FIVE STORY EIGHT UNIT RESIDENTIAL BLDG,,APARTMENTS,0,,8,8,3,Northeast,3,Russian Hill,"(37.793127163102, -122.419160840796)"
2012/06/29,2012,2012_Q2,CFC ISSUED,201012237360,3,76,RICHLAND,AV,6692,063,6692063,"RENOVATE FRONT OF BLDG. HORIZONTAL & VERTICAL EXPANSION AT REAR, NEW PLUMBING, ELECTRIFAL & NEW FOUNDATION TO SEISMIC RETROFIT. CONVERT SINGLE FAMILY HOME TO 2 UNITS. TO COMPLY W. NOV 200337595 & 20066984 DATED 9/8/03 & 7/10/10.",1 FAMILY DWELLING,1 FAMILY DWELLING,1,SEC,2,1,11,Bernal Heights,8,Bernal Heights,"(37.735784645072, -122.425272982671)"
2006/07/18,2006,2006_Q3,CFC ISSUED,200405244651,3,2258,JACKSON,ST,0589,009,0589009,REMOVE ONE DWG UNIT AND MERGE INTO OWNER'S (E) UNIT REMODEL GARAGE REMODEL KITCHEN AND ONE BATH IN,APARTMENTS,2 FAMILY DWELLING,0,,2,-1,2,Marina,2,Pacific Heights,"(37.79302706662, -122.432267235179)"
2016/04/29,2016,2016_Q2,TCO ISSUED,201507020526,3,1155,MARKET,ST,3702,054,3702054,"CHANGE OF USE. T-I INCLUDES NEW PARTITIONS, LIGHTING, FINISHES AND FIXTURE THROUGHOUT. STRUCTURAL WORK INCLUDES NEW INTERIOR CONNECTING STAIR & FLOORS 9-11 AND FLAT ROOF SKYLIGHT. NEW MECHANICAL, ELECTRICAL, PLUMBING AND FIRE ALARM WILL BE THE IN AREA OF",OFFICE,APARTMENTS,0,EXEMPT,11,11,4,Downtown,6,South of Market,"(37.779227531881, -122.413421591486)"
2013/01/18,2013,2013_Q1,CFC ISSUED,201211083843,8,15,BRUCE,AV,6977,014,6977014,,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,13,Ingleside,11,Oceanview/Merced/Ingleside,"(37.721877489935, -122.451548809114)"
2009/02/27,2009,2009_Q1,CFC ISSUED,200606023052,2,296,CRESTA VISTA,DR,3005B,001,3005B001,ERECT A NEW 4 STORY SINGLE FAMILY DWELLING BUILDING.,,1 FAMILY DWELLING,0,,1,1,13,Ingleside,7,West of Twin Peaks,"(37.73539577905, -122.453362114504)"
2010/05/27,2010,2010_Q2,CFC ISSUED,200807217175,2,56,WHITNEY YOUNG,CR,4711,209,4711209,"ERECT A 2-STORY, SINGLE FAMILY DWELLING UNIT BUILDING.",,1 FAMILY DWELLING,1,SEC,1,1,10,South Bayshore,10,Bayview Hunters Point,"(37.733523127815, -122.383025644879)"
2009/09/28,2009,2009_Q3,FINAL INSPECT/APPRVD,200907072086,8,1238,06TH,AV,1745,013,1745013,REVISION TO PA# 200809302973-STUDY ON 4TH FLOOR INDICATED ON DRAWINGS A2.04 TO BE LABELED AS A BEDROOM. NO WORK DONE. INCLUDES SFFD APPROVAL OF 200809302973 S AND S-1,APARTMENTS,APARTMENTS,0,,3,-2,14,Inner Sunset,5,Inner Sunset,"(37.765387842904, -122.462913499509)"
2012/08/21,2012,2012_Q3,PRE-FINAL,201111289576,8,1001,CALIFORNIA,ST,0254,080,0254080,REVISION TO 201009020171. ALL CHANGES ARE BUBBLED AND CONFINED TO UNIT 2. REDESIGNED STAIR AND BATH LAYOUTS. ALL STRUCTURAL LIMITED TO STAIR LAYOUT REVISIONS,FOOD/BEVERAGE HNDLNG,APARTMENTS,0,,14,2,3,Northeast,3,Nob Hill,"(37.7916104784, -122.411038745283)"
2015/08/26,2015,2015_Q3,COMPLETE,201303111908,6,456,27TH,ST,6580,018,6580018,DEMOLISH SINGLE FAMILY RESIDENCE,,,0,,-1,-1,7,Central,8,Noe Valley,"(37.746934664868, -122.430522539282)"
2013/01/30,2013,2013_Q1,CFC ISSUED,201112160800,8,170,10TH,AV,1369,021,1369021,,2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,-1,1,Richmond,1,Inner Richmond,"(37.785190246949, -122.468564695782)"
2006/09/12,2006,2006_Q3,CFC ISSUED,200608250569,8,615,BUENA VISTA,AV,2603,003,2603003,VERIFY UNIT COUNT OF(E)BLDG FR 5 UNITS TO 1 FAM DWG WITH 1 HOUSEKEEPING UNIT REFER TO REPORT FR SENIOR BLDG INSP JOE DUFFY,APARTMENTS,1 FAMILY DWELLING,0,,1,-4,6,Buena Vista,8,Haight Ashbury,"(37.767133272636, -122.444136368027)"
2007/09/10,2007,2007_Q3,FINAL INSPECT/ APPRVD,200611218234,3,81,LANGTON,ST,3730,143,3730143,"1ST FLOOR, SUITE #2 - CHANGE OF USE FROM R1 TO B,M OF A SINGLE GROUND FLOOR DWELLING UNIT OF A 15 UNIT, 3 STORY BUILDING. THERE IS NO ALTERATION TO EXISTING STRUCTURE OR FACADE TO CREATE COMMERCIAL SPACE THAT SELLS ALCHOL.",ARTIST LIVE/WORK,RETAIL SALES,0,,14,-1,9,South of Market,6,South of Market,"(37.776614992869, -122.408483806438)"
